image_path,product_type,freshness,label,split
Bellpepper_Rotten/Image221.jpg,bellpepper,rotten,1,train
Orange_Rotten/rottenOrange (66)1.jpg,orange,rotten,1,train
Pomegranate_Fresh/20190820_145039_23567.jpg,pomegranate,fresh,0,train
Pomegranate_Rotten/IMG_20190822_085216_1.jpg,pomegranate,rotten,1,train
Orange_Fresh/IMG_20190924_153556.jpg,orange,fresh,0,train
Bellpepper_Rotten/Image1629.jpg,bellpepper,rotten,1,train
Bitter_Gourd_Fresh/bitter-gourd 1.jpg_0_6725.jpg,bitter_gourd,fresh,0,train
Carrot_Fresh/freshCarrot (230).jpg,carrot,fresh,0,train
Strawberry_Rotten/rottenStrawberry (510)1.jpg,strawberry,rotten,1,train
Grape_Rotten/Image1351.jpg,grape,rotten,1,train
Orange_Rotten/vertical_flip_Screen Shot 2018-06-12 at 11.18.34 PM.jpg,orange,rotten,1,train
Peach_Rotten/Image4427.jpg,peach,rotten,1,train
Pomegranate_Rotten/IMG_20190822_085145.jpg,pomegranate,rotten,1,train
Orange_Fresh/saltandpepper_Screen Shot 2018-06-12 at 11.55.37 PM.jpg,orange,fresh,0,train
Guava_Fresh/IMG_8247.JPG,guava,fresh,0,train
Pomegranate_Fresh/20190820_144356_23263.jpg,pomegranate,fresh,0,train
Lime_Rotten/IMG_20190923_183949.jpg,lime,rotten,1,train
Pomegranate_Fresh/20190820_144845_23475.jpg,pomegranate,fresh,0,train
Lime_Rotten/IMG_20190923_183935_1.jpg,lime,rotten,1,train
Orange_Fresh/saltandpepper_Screen Shot 2018-06-13 at 12.09.37 AM.jpg,orange,fresh,0,train
Pomegranate_Rotten/IMG_20190822_085101.jpg,pomegranate,rotten,1,train
Grape_Rotten/Image1165.jpg,grape,rotten,1,train
Pomegranate_Fresh/20190820_153550_25850.jpg,pomegranate,fresh,0,train
Cucumber_Fresh/freshCucumber (58)1.jpg,cucumber,fresh,0,train
Orange_Fresh/translation_Screen Shot 2018-06-13 at 12.09.54 AM.jpg,orange,fresh,0,train
Grape_Rotten/Image1833.jpg,grape,rotten,1,train
Orange_Rotten/IMG_20190923_181624.jpg,orange,rotten,1,train
Potato_Fresh/freshPotato (1).jpg,potato,fresh,0,train
Peach_Rotten/Image3915.jpg,peach,rotten,1,train
Potato_Fresh/freshPotato (545).jpg,potato,fresh,0,train
Strawberry_Fresh/FreshStrawberry (151)!.jpg,strawberry,fresh,0,train
Cucumber_Rotten/rottenCucumber (97)1.jpg,cucumber,rotten,1,train
Pomegranate_Rotten/IMG_20190829_072123.jpg,pomegranate,rotten,1,train
Pomegranate_Fresh/20190820_151131_24559.jpg,pomegranate,fresh,0,train
Pomegranate_Fresh/20190820_144042_23141.jpg,pomegranate,fresh,0,train
Lime_Fresh/IMG_20190902_102815_1.jpg,lime,fresh,0,train
Orange_Fresh/Screen Shot 2018-06-13 at 12.09.43 AM.jpg,orange,fresh,0,train
Bellpepper_Fresh/freshPepper (403)1.jpg,bellpepper,fresh,0,train
Lime_Rotten/IMG_6941.JPG,lime,rotten,1,train
Guava_Rotten/RottenGuava (19).jpg,guava,rotten,1,train
Pomegranate_Fresh/20190820_150059.jpg,pomegranate,fresh,0,train
Orange_Rotten/vertical_flip_Screen Shot 2018-06-12 at 11.20.52 PM.jpg,orange,rotten,1,train
Bellpepper_Fresh/capsicum3_13.jpg_0_9784.jpg,bellpepper,fresh,0,train
Peach_Rotten/Image4305.jpg,peach,rotten,1,train
Strawberry_Fresh/FreshStrawberry (179)!.jpg,strawberry,fresh,0,train
Peach_Fresh/Image877.jpg,peach,fresh,0,train
Guava_Fresh/IMG_8573.JPG,guava,fresh,0,train
Cucumber_Rotten/rottenCucumber (569)1.jpg,cucumber,rotten,1,train
Bellpepper_Rotten/WhatsApp Image 2020-11-07 at 11.30.46 PM.jpeg_0_7981.jpg,bellpepper,rotten,1,train
Lime_Fresh/IMG_20190902_103644.jpg,lime,fresh,0,train
Peach_Rotten/Image4111.jpg,peach,rotten,1,train
Cucumber_Rotten/rottenCucumber (285)1.jpg,cucumber,rotten,1,train
Bellpepper_Fresh/Day4A.jpg_0_7974.jpg,bellpepper,fresh,0,train
Orange_Rotten/translation_Screen Shot 2018-06-12 at 11.41.52 PM.jpg,orange,rotten,1,train
Orange_Fresh/translation_Screen Shot 2018-06-13 at 12.13.24 AM.jpg,orange,fresh,0,train
Orange_Fresh/saltandpepper_Screen Shot 2018-06-12 at 11.54.44 PM.jpg,orange,fresh,0,train
Lime_Fresh/IMG_20190902_111256.jpg,lime,fresh,0,train
Pomegranate_Fresh/20190820_150501_24165.jpg,pomegranate,fresh,0,train
Lime_Fresh/IMG_20190902_103923.jpg,lime,fresh,0,train
Bitter_Gourd_Fresh/IMG_20200823_131904.jpg_0_2760.jpg,bitter_gourd,fresh,0,train
Grapes_Rotten/RottenGrape (135).jpg,grapes,rotten,1,train
Kaki_Fresh/Image671.jpg,kaki,fresh,0,train
Carrot_Rotten/rottenCarrot (159).jpg,carrot,rotten,1,train
Orange_Fresh/IMG_1985.JPG,orange,fresh,0,train
Peach_Fresh/Image71.jpg,peach,fresh,0,train
Orange_Rotten/IMG_20190824_174923.jpg,orange,rotten,1,train
Lime_Fresh/IMG_20190902_110944.jpg,lime,fresh,0,train
Potato_Rotten/rottenPotato (282).jpg,potato,rotten,1,train
Pomegranate_Fresh/20190820_153447_25796.jpg,pomegranate,fresh,0,train
Guava_Rotten/IMG20200728184932_01.jpg,guava,rotten,1,train
Orange_Rotten/IMG_20190923_182129.jpg,orange,rotten,1,train
Peach_Rotten/Image4321.jpg,peach,rotten,1,train
Bellpepper_Rotten/IMG_20200901_181736.jpg_0_9366.jpg,bellpepper,rotten,1,train
Guava_Fresh/IMG_8395.JPG,guava,fresh,0,train
Pomegranate_Fresh/20190820_151531_24700.jpg,pomegranate,fresh,0,train
Orange_Rotten/rottenOrange (580)1.jpg,orange,rotten,1,train
Bellpepper_Rotten/WhatsApp Image 2020-11-07 at 11.43.16 PM.jpg_0_1940.jpg,bellpepper,rotten,1,train
Orange_Fresh/IMG_1928.JPG,orange,fresh,0,train
Mango_Rotten/rottenMango (272).jpg,mango,rotten,1,train
Lime_Rotten/IMG_20190822_075750.jpg,lime,rotten,1,train
Pomegranate_Fresh/20190820_154329_26503.jpg,pomegranate,fresh,0,train
Pomegranate_Fresh/20190820_145121.jpg,pomegranate,fresh,0,train
Pomegranate_Fresh/20190820_154736_26789.jpg,pomegranate,fresh,0,train
Pomegranate_Fresh/20190820_152216.jpg,pomegranate,fresh,0,train
Orange_Rotten/rotated_by_60_Screen Shot 2018-06-12 at 11.26.36 PM.jpg,orange,rotten,1,train
Orange_Fresh/IMG20200729173720.jpg,orange,fresh,0,train
Grape_Rotten/Image1335.jpg,grape,rotten,1,train
Carrot_Fresh/freshCarrot (510).jpg,carrot,fresh,0,train
Carrot_Rotten/rottenCarrot (30).jpg,carrot,rotten,1,train
Lime_Rotten/IMG_7530.JPG,lime,rotten,1,train
Pomegranate_Fresh/20190820_154604.jpg,pomegranate,fresh,0,train
Carrot_Fresh/freshCarrot (337).jpg,carrot,fresh,0,train
Watermelon_Rotten/Image487.jpg,watermelon,rotten,1,train
Pomegranate_Fresh/20190820_153422_25767.jpg,pomegranate,fresh,0,train
Mango_Rotten/rottenMango (79).jpg,mango,rotten,1,train
Orange_Rotten/translation_Screen Shot 2018-06-12 at 11.21.05 PM.jpg,orange,rotten,1,train
Orange_Fresh/translation_Screen Shot 2018-06-12 at 11.58.18 PM.jpg,orange,fresh,0,train
Bellpepper_Rotten/Image41.jpg,bellpepper,rotten,1,train
Orange_Rotten/IMG_20190824_174913.jpg,orange,rotten,1,train
Strawberry_Rotten/rottenStrawberry (207)1.jpg,strawberry,rotten,1,train
Guava_Fresh/IMG_8157.JPG,guava,fresh,0,train
Lime_Fresh/IMG20200728131626.jpg,lime,fresh,0,train
Pomegranate_Rotten/IMG_20190822_084950.jpg,pomegranate,rotten,1,train
Pomegranate_Fresh/20190820_153212_25541.jpg,pomegranate,fresh,0,train
Grape_Rotten/Image1697.jpg,grape,rotten,1,train
Lime_Rotten/IMG_20190923_183907_1.jpg,lime,rotten,1,train
Pomegranate_Fresh/20190820_151439_24667.jpg,pomegranate,fresh,0,train
Bellpepper_Rotten/WhatsApp Image 2020-11-07 at 11.30.47 PM (1).jpeg_0_8763.jpg,bellpepper,rotten,1,train
Cucumber_Rotten/rottenCucumber (66)1.jpg,cucumber,rotten,1,train
Bellpepper_Rotten/WhatsApp Image 2020-11-07 at 11.30.47 PM (1).jpeg_0_5140.jpg,bellpepper,rotten,1,train
Peach_Rotten/Image3883.jpg,peach,rotten,1,train
Pomegranate_Fresh/20190820_150715_24307.jpg,pomegranate,fresh,0,train
Bellpepper_Rotten/rottenPepper (136)1.jpg,bellpepper,rotten,1,train
Pomegranate_Fresh/20190820_153439_25778.jpg,pomegranate,fresh,0,train
Orange_Rotten/IMG_2408.JPG,orange,rotten,1,train
Pear_Fresh/Image583.jpg,pear,fresh,0,train
Orange_Fresh/IMG_2562.JPG,orange,fresh,0,train
Orange_Rotten/saltandpepper_Screen Shot 2018-06-12 at 11.44.48 PM.jpg,orange,rotten,1,train
Cucumber_Fresh/Image183.jpg,cucumber,fresh,0,train
Lime_Rotten/IMG_7268.JPG,lime,rotten,1,train
Pomegranate_Fresh/20190820_152728_25148.jpg,pomegranate,fresh,0,train
Strawberry_Rotten/rottenStrawberry (352)1.jpg,strawberry,rotten,1,train
Orange_Fresh/freshOrange (142)1.jpg,orange,fresh,0,train
Pomegranate_Rotten/IMG_20190822_085026.jpg,pomegranate,rotten,1,train
Cucumber_Fresh/Image1433.jpg,cucumber,fresh,0,train
Grapes_Fresh/FreshGrape (67)!.jpg,grapes,fresh,0,train
Lime_Rotten/IMG_7532.JPG,lime,rotten,1,train
Orange_Rotten/rottenOrange (278)1.jpg,orange,rotten,1,train
Pomegranate_Fresh/20190820_151339_24569.jpg,pomegranate,fresh,0,train
Pomegranate_Rotten/IMG_20190829_071900_1.jpg,pomegranate,rotten,1,train
Papaya_Rotten/Image2025.jpg,papaya,rotten,1,train
Bellpepper_Fresh/IMG_20200825_144655.jpg_0_7748.jpg,bellpepper,fresh,0,train
Pomegranate_Fresh/20190820_145018_23541.jpg,pomegranate,fresh,0,train
Bitter_Gourd_Rotten/IMG_20200824_182212.jpg_0_2911.jpg,bitter_gourd,rotten,1,train
Orange_Rotten/IMG_20190923_175648_1.jpg,orange,rotten,1,train
Orange_Fresh/IMG_20190924_152531.jpg,orange,fresh,0,train
Orange_Fresh/rotated_by_15_Screen Shot 2018-06-12 at 11.52.03 PM.jpg,orange,fresh,0,train
Pomegranate_Fresh/IMG20200728125427_26981.jpg,pomegranate,fresh,0,train
Lime_Rotten/IMG_7512.JPG,lime,rotten,1,train
Guava_Rotten/RottenGuava (122).jpg,guava,rotten,1,train
Pear_Fresh/Image747.jpg,pear,fresh,0,train
Strawberry_Rotten/rottenStrawberry (503)1.jpg,strawberry,rotten,1,train
Mango_Rotten/rottenMango (350).jpg,mango,rotten,1,train
Pomegranate_Rotten/IMG_20190822_085308_1.jpg,pomegranate,rotten,1,train
Bellpepper_Rotten/WhatsApp Image 2020-11-07 at 11.43.16 PM.jpg_0_878.jpg,bellpepper,rotten,1,train
Cucumber_Fresh/freshCucumber (218)1.jpg,cucumber,fresh,0,train
Orange_Rotten/rotated_by_75_Screen Shot 2018-06-12 at 11.21.29 PM.jpg,orange,rotten,1,train
Strawberry_Rotten/rottenStrawberry (101)1.jpg,strawberry,rotten,1,train
Pomegranate_Fresh/20190820_150843_24373.jpg,pomegranate,fresh,0,train
Orange_Fresh/rotated_by_75_Screen Shot 2018-06-13 at 12.07.17 AM.jpg,orange,fresh,0,train
Cucumber_Rotten/rottenCucumber (129)1.jpg,cucumber,rotten,1,train
Mango_Rotten/rottenMango (223).jpg,mango,rotten,1,train
Papaya_Rotten/Image1969.jpg,papaya,rotten,1,train
Bellpepper_Rotten/Image2331.jpg,bellpepper,rotten,1,train
Mango_Fresh/freshMango (206).jpg,mango,fresh,0,train
Orange_Rotten/rottenOrange (360)1.jpg,orange,rotten,1,train
Guava_Fresh/IMG_8202.JPG,guava,fresh,0,train
Kaki_Rotten/Image3693.jpg,kaki,rotten,1,train
Orange_Rotten/vertical_flip_Screen Shot 2018-06-12 at 11.21.48 PM.jpg,orange,rotten,1,train
Carrot_Fresh/freshCarrot (3).jpg,carrot,fresh,0,train
Peach_Rotten/Image4469.jpg,peach,rotten,1,train
Peach_Rotten/Image4077.jpg,peach,rotten,1,train
Guava_Rotten/IMG_20190824_180132_1.jpg,guava,rotten,1,train
Lime_Rotten/IMG_7209.JPG,lime,rotten,1,train
Pomegranate_Fresh/20190820_150552_24229.jpg,pomegranate,fresh,0,train
Jujube_Fresh/FreshJujube (192).jpg,jujube,fresh,0,train
Pomegranate_Fresh/20190820_152923_25311.jpg,pomegranate,fresh,0,train
Pomegranate_Fresh/20190820_154240_26437.jpg,pomegranate,fresh,0,train
Pomegranate_Rotten/IMG_20190824_181345_1.jpg,pomegranate,rotten,1,train
Orange_Rotten/rotated_by_30_Screen Shot 2018-06-12 at 11.45.12 PM.jpg,orange,rotten,1,train
Strawberry_Rotten/RottenStrawberry (145)!.jpg,strawberry,rotten,1,train
Guava_Rotten/RottenGuava (12).jpg,guava,rotten,1,train
Orange_Rotten/rotated_by_45_Screen Shot 2018-06-12 at 11.32.21 PM.jpg,orange,rotten,1,train
Pomegranate_Fresh/20190820_154838_26895.jpg,pomegranate,fresh,0,train
Orange_Fresh/rotated_by_45_Screen Shot 2018-06-13 at 12.10.38 AM.jpg,orange,fresh,0,train
Carrot_Rotten/rottenCarrot (453).jpg,carrot,rotten,1,train
Cucumber_Fresh/freshCucumber (158)1.jpg,cucumber,fresh,0,train
Guava_Fresh/20190813_121649.jpg,guava,fresh,0,train
Pomegranate_Fresh/20190820_144847.jpg,pomegranate,fresh,0,train
Orange_Fresh/rotated_by_60_Screen Shot 2018-06-13 at 12.09.25 AM.jpg,orange,fresh,0,train
Pomegranate_Fresh/FreshPomegranate (60)!.jpg,pomegranate,fresh,0,train
Kaki_Rotten/Image3741.jpg,kaki,rotten,1,train
Peach_Fresh/Image555.jpg,peach,fresh,0,train
Grape_Rotten/Image1377.jpg,grape,rotten,1,train
Orange_Rotten/RottenOrange (163)!.jpg,orange,rotten,1,train
Pomegranate_Fresh/20190820_150236_24075.jpg,pomegranate,fresh,0,train
Pomegranate_Fresh/20190820_143625_22949.jpg,pomegranate,fresh,0,train
Pomegranate_Fresh/20190820_144614_23307.jpg,pomegranate,fresh,0,train
Bellpepper_Rotten/WhatsApp Image 2020-11-07 at 11.30.47 PM (1).jpeg_0_296.jpg,bellpepper,rotten,1,train
Pomegranate_Fresh/20190820_154123_26298.jpg,pomegranate,fresh,0,train
Pomegranate_Fresh/IMG20200728182307_27610.jpg,pomegranate,fresh,0,train
Pomegranate_Fresh/20190820_150850_24379.jpg,pomegranate,fresh,0,train
Strawberry_Fresh/freshStrawberry (310)1.jpg,strawberry,fresh,0,train
Orange_Fresh/rotated_by_30_Screen Shot 2018-06-12 at 11.56.55 PM.jpg,orange,fresh,0,train
