image_path,product_type,freshness,label,split,prediction_score,predicted_label,is_correct,pca_1,pca_2,tsne_1,tsne_2
C:\Users\antoc\FreshOrRotten\data\raw\Carrot_Fresh\freshCarrot (304).jpg,carrot,fresh,0,test,0.27066752,fresh,True,-0.61310494,-3.9267244,-0.01320865,-45.155956
C:\Users\antoc\FreshOrRotten\data\raw\Carrot_Rotten\rottenCarrot (379).jpg,carrot,rotten,1,test,0.9997087,rotten,True,-10.314243,4.3499565,-44.004524,30.403719
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\saltandpepper_Screen Shot 2018-06-08 at 2.23.40 PM.jpg,apple,rotten,1,test,0.80270934,rotten,True,-1.706137,-0.89468807,-23.19359,-45.2829
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\rotated_by_15_Screen Shot 2018-06-07 at 3.04.24 PM.jpg,apple,rotten,1,test,0.9009657,rotten,True,-2.9444695,-2.4971905,-23.957663,-18.988514
C:\Users\antoc\FreshOrRotten\data\raw\Strawberry_Rotten\RottenStrawberry (206)!.jpg,strawberry,rotten,1,test,0.98431826,rotten,True,-5.0068083,1.5978416,-24.543932,36.434235
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\Screen Shot 2018-06-08 at 2.50.38 PM.jpg,apple,rotten,1,test,0.9806256,rotten,True,-5.2897105,-0.12065187,-27.07744,8.901513
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Fresh\saltandpepper_Screen Shot 2018-06-08 at 4.59.36 PM.jpg,apple,fresh,0,test,0.042336605,fresh,True,3.5811224,4.008196,11.237996,51.206684
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\Screen Shot 2018-06-07 at 2.43.54 PM.jpg,apple,rotten,1,test,0.9766375,rotten,True,-4.5623817,0.539813,-16.870037,29.407104
C:\Users\antoc\FreshOrRotten\data\raw\Guava_Fresh\IMG_8139.JPG,guava,fresh,0,test,0.14093928,fresh,True,4.0786505,-2.37434,56.79914,-9.690115
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\translation_Screen Shot 2018-06-12 at 11.29.26 PM.jpg,orange,rotten,1,test,0.9142399,rotten,True,-3.1701891,-0.37238178,-32.765537,-10.544281
C:\Users\antoc\FreshOrRotten\data\raw\Lime_Rotten\IMG_7397.JPG,lime,rotten,1,test,0.8191733,rotten,True,-2.339225,-3.0966902,-19.383144,-14.305028
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Rotten\IMG_20190829_072325.jpg,pomegranate,rotten,1,test,0.9240189,rotten,True,-2.8966684,5.909129,-22.769663,44.568092
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Fresh\20190809_153325.jpg,apple,fresh,0,test,0.03026425,fresh,True,4.047189,-2.1827493,29.408733,-40.79865
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Fresh\freshPepper (534)1.jpg,bellpepper,fresh,0,test,0.40607265,fresh,True,-0.54178655,-4.013362,-2.041367,-37.97371
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Rotten\IMG20200729190334_01.jpg,banana,rotten,1,test,0.5741963,rotten,True,0.8754453,-2.3171196,17.607737,0.30826044
C:\Users\antoc\FreshOrRotten\data\raw\Potato_Rotten\rottenPotato (80).jpg,potato,rotten,1,test,0.9914852,rotten,True,-6.9476175,-0.04093254,-42.06707,-0.8645316
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\vertical_flip_Screen Shot 2018-06-12 at 11.39.02 PM.jpg,orange,rotten,1,test,0.78952986,rotten,True,-2.58732,-2.8074398,-18.10297,-10.782278
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\rotated_by_75_Screen Shot 2018-06-08 at 2.41.16 PM.jpg,apple,rotten,1,test,0.88696605,rotten,True,-3.151802,0.52841055,-11.461541,3.0988243
C:\Users\antoc\FreshOrRotten\data\raw\Lime_Rotten\IMG_7350.JPG,lime,rotten,1,test,0.92636937,rotten,True,-3.6293344,-2.4722977,-24.493122,-11.317935
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Fresh\20190809_153646.jpg,apple,fresh,0,test,0.03242647,fresh,True,3.6522918,0.043665018,29.234402,3.1156845
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Fresh\IMG_20200825_144644.jpg_0_7333.jpg,bellpepper,fresh,0,test,0.19284546,fresh,True,1.661557,-2.0701208,8.586898,-7.104872
C:\Users\antoc\FreshOrRotten\data\raw\Guava_Rotten\IMG20200728185305.jpg,guava,rotten,1,test,0.6785267,rotten,True,-0.54131657,-0.8450811,16.463118,2.6961985
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_151609_24758.jpg,pomegranate,fresh,0,test,0.025270803,fresh,True,4.110352,-1.4895998,40.757603,-0.11718443
C:\Users\antoc\FreshOrRotten\data\raw\Tomato_Fresh\IMG_20200725_095424.jpg_0_2382.jpg,tomato,fresh,0,test,0.46188313,fresh,True,-0.38555157,-3.9402723,-1.1923064,-27.201553
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\rottenOrange (556)1.jpg,orange,rotten,1,test,0.26973784,fresh,False,1.0346198,-3.5744135,15.6854515,-22.02661
C:\Users\antoc\FreshOrRotten\data\raw\Strawberry_Rotten\rottenStrawberry (15)1.jpg,strawberry,rotten,1,test,0.9550875,rotten,True,-4.2556443,0.6640265,-19.932419,18.307976
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\IMG_20190924_153621.jpg,orange,fresh,0,test,0.08791683,fresh,True,2.410916,-2.5493584,23.611692,-16.643782
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Rotten\rotated_by_60_Screen Shot 2018-06-12 at 9.05.02 PM.jpg,banana,rotten,1,test,0.9646905,rotten,True,-4.2740707,3.7726507,-48.080383,10.766092
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\Screen Shot 2018-06-08 at 2.47.49 PM.jpg,apple,rotten,1,test,0.71999943,rotten,True,-1.5920582,-3.5969253,-17.5552,-17.867632
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Fresh\rotated_by_45_Screen Shot 2018-06-08 at 5.12.29 PM.jpg,apple,fresh,0,test,0.099942565,fresh,True,3.2708366,-1.0181236,40.905178,-7.721448
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_150726_24314.jpg,pomegranate,fresh,0,test,0.010416981,fresh,True,4.97392,2.5967379,27.532574,32.79458
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\rotated_by_75_Screen Shot 2018-06-13 at 12.09.05 AM.jpg,orange,fresh,0,test,0.005849631,fresh,True,6.0722427,-2.6639566,34.164463,-48.69832
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\IMG20200728181651_01_27212.jpg,pomegranate,fresh,0,test,0.10734597,fresh,True,2.1122708,0.9002786,18.961596,32.56357
C:\Users\antoc\FreshOrRotten\data\raw\Tomato_Rotten\rottenTomato (527)1.jpg,tomato,rotten,1,test,0.8118932,rotten,True,-2.0447004,-1.5018613,-14.289687,36.08481
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\IMG20200728181709_27259.jpg,pomegranate,fresh,0,test,0.32179022,fresh,True,0.2663904,3.9418483,-8.867987,20.149763
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Fresh\Screen Shot 2018-06-12 at 9.41.18 PM.jpg,banana,fresh,0,test,0.100392886,fresh,True,2.432311,-0.6302018,9.681478,0.5180208
C:\Users\antoc\FreshOrRotten\data\raw\Strawberry_Fresh\freshStrawberry (52)1.jpg,strawberry,fresh,0,test,0.23740229,fresh,True,0.40659568,-4.008346,3.3755524,-39.606064
C:\Users\antoc\FreshOrRotten\data\raw\Strawberry_Fresh\freshStrawberry (348)1.jpg,strawberry,fresh,0,test,0.6304705,rotten,False,-0.9601403,1.9560506,-12.888813,20.444012
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\RottenOrange (194)!.jpg,orange,rotten,1,test,0.9670405,rotten,True,-4.6744657,0.03595608,-37.6873,-37.12043
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Fresh\rotated_by_60_Screen Shot 2018-06-08 at 5.07.52 PM.jpg,apple,fresh,0,test,0.12645045,fresh,True,1.9011555,0.6558589,17.036562,32.428467
C:\Users\antoc\FreshOrRotten\data\raw\Lime_Rotten\IMG_20190923_183704.jpg,lime,rotten,1,test,0.810312,rotten,True,-2.4164264,1.0629869,-14.701331,15.964573
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_145703_23740.jpg,pomegranate,fresh,0,test,0.0011288524,fresh,True,7.86559,8.528487,34.304573,43.745102
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_154726.jpg,pomegranate,fresh,0,test,0.00044830897,fresh,True,8.723076,5.5440865,39.70667,37.065517
C:\Users\antoc\FreshOrRotten\data\raw\Lime_Rotten\IMG_20190923_183655.jpg,lime,rotten,1,test,0.78121245,rotten,True,-2.2709846,1.3858415,-14.580967,15.77479
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_144646_23352.jpg,pomegranate,fresh,0,test,0.0018970375,fresh,True,7.081031,5.434133,34.717297,39.024414
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\rotated_by_30_Screen Shot 2018-06-12 at 11.21.10 PM.jpg,orange,rotten,1,test,0.99277204,rotten,True,-6.347957,8.635491,-51.65251,13.076653
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Rotten\WhatsApp Image 2020-11-07 at 11.35.36 PM.jpeg_0_6331.jpg,bellpepper,rotten,1,test,0.93991756,rotten,True,-3.7987244,-1.3918608,-34.058594,-11.7312565
C:\Users\antoc\FreshOrRotten\data\raw\Kaki_Fresh\Image685.jpg,kaki,fresh,0,test,0.04470916,fresh,True,3.3119435,5.8322487,13.038845,48.43195
C:\Users\antoc\FreshOrRotten\data\raw\Grape_Rotten\Image1155.jpg,grape,rotten,1,test,0.99877316,rotten,True,-10.263216,2.4586794,-64.9062,4.80177
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\IMG20200728125630_27135.jpg,pomegranate,fresh,0,test,0.007790511,fresh,True,6.910261,1.3284198,36.515347,21.593317
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Fresh\FreshApple (188)_!.jpg,apple,fresh,0,test,0.3614232,fresh,True,0.20009777,-3.7778454,8.0664015,-24.802
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\IMG_20190923_182243.jpg,orange,rotten,1,test,0.73133993,rotten,True,-2.0372972,0.20799232,-13.258086,13.103187
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\vertical_flip_Screen Shot 2018-06-12 at 11.24.29 PM.jpg,orange,rotten,1,test,0.46416658,fresh,False,-0.22218576,-3.0634735,-17.602917,-39.472786
C:\Users\antoc\FreshOrRotten\data\raw\Guava_Rotten\RottenGuava (155).jpg,guava,rotten,1,test,0.56413335,rotten,True,-0.89695036,-3.519648,-5.123264,-26.12412
C:\Users\antoc\FreshOrRotten\data\raw\Tomato_Fresh\freshTomato (155)1.jpg,tomato,fresh,0,test,0.52748245,rotten,False,-0.7155688,-2.5258663,-7.159377,-15.306652
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\IMG20200728181406.jpg,apple,rotten,1,test,0.70803463,rotten,True,-0.035116524,-3.511599,17.241392,0.2862385
C:\Users\antoc\FreshOrRotten\data\raw\Grapes_Rotten\RottenGrape (4).jpg,grapes,rotten,1,test,0.5786038,rotten,True,-0.88308567,-3.2802062,-6.3468614,-18.831522
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Fresh\IMG_20200825_144640.jpg_0_2255.jpg,bellpepper,fresh,0,test,0.08374443,fresh,True,2.5851207,-0.60617566,9.085243,-4.3591175
C:\Users\antoc\FreshOrRotten\data\raw\Guava_Fresh\IMG_7921.JPG,guava,fresh,0,test,0.08434257,fresh,True,4.1926003,-1.7370813,48.776463,-9.899238
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\FreshOrange (54)!.jpg,orange,fresh,0,test,0.65450996,rotten,False,-1.0000231,-2.1922243,-22.190239,-43.35162
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\IMG_20190910_171509.jpg,apple,rotten,1,test,0.9163341,rotten,True,-2.692933,5.014511,-22.31223,43.780037
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\rotated_by_30_Screen Shot 2018-06-12 at 11.54.27 PM.jpg,orange,fresh,0,test,0.1478522,fresh,True,1.537983,-3.2155879,18.73781,-42.32698
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Rotten\saltandpepper_Screen Shot 2018-06-12 at 9.20.07 PM.jpg,banana,rotten,1,test,0.038669392,fresh,False,3.2559166,1.9229678,21.258514,18.077038
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Fresh\translation_Screen Shot 2018-06-08 at 5.06.28 PM.jpg,apple,fresh,0,test,0.0043999227,fresh,True,6.8153167,4.297531,10.870797,25.432018
C:\Users\antoc\FreshOrRotten\data\raw\Jujube_Rotten\RottenJujube (128).jpg,jujube,rotten,1,test,0.8615474,rotten,True,-2.3516788,5.7292795,-23.758247,43.11101
C:\Users\antoc\FreshOrRotten\data\raw\Lime_Rotten\IMG_7569.JPG,lime,rotten,1,test,0.81427205,rotten,True,-2.4050417,-2.9104514,-12.560905,-17.210651
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Fresh\freshApple (232)1.jpg,apple,fresh,0,test,0.14566076,fresh,True,1.5084798,-3.9284973,8.589502,-40.737446
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\IMG20200728190509.jpg,orange,fresh,0,test,0.24731995,fresh,True,2.201237,-2.8961892,24.919342,-12.482943
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Fresh\freshPepper (571)1.jpg,bellpepper,fresh,0,test,0.6638307,rotten,False,-1.7131786,-3.372764,-5.6907005,-37.969456
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Rotten\IMG_20190824_175126.jpg,orange,rotten,1,test,0.59236526,rotten,True,-1.2230326,-2.7339435,-11.644983,-29.537369
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_144648.jpg,pomegranate,fresh,0,test,0.0019752851,fresh,True,6.934258,4.1648736,35.226505,34.45646
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_153351_25703.jpg,pomegranate,fresh,0,test,0.022871599,fresh,True,3.9721582,1.0593886,23.334517,16.347765
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\rotated_by_45_Screen Shot 2018-06-08 at 2.47.37 PM.jpg,apple,rotten,1,test,0.543176,rotten,True,-0.9375467,-3.2968924,-5.7988195,-29.135178
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Fresh\20190809_160830.jpg,apple,fresh,0,test,0.6131493,rotten,False,-1.2248735,-3.3184738,-10.227304,-24.580551
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Fresh\rotated_by_45_Screen Shot 2018-06-12 at 9.41.30 PM.jpg,banana,fresh,0,test,0.066801846,fresh,True,3.125061,0.7567519,11.30571,19.556686
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_152009_24927.jpg,pomegranate,fresh,0,test,0.037007954,fresh,True,3.2643392,2.372349,21.20988,19.225668
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Fresh\rotated_by_60_Screen Shot 2018-06-12 at 9.59.02 PM.jpg,banana,fresh,0,test,0.046453986,fresh,True,3.0253532,5.123849,5.33506,22.511595
C:\Users\antoc\FreshOrRotten\data\raw\Tomato_Fresh\DSCN4157.jpg_0_1830.jpg,tomato,fresh,0,test,0.28556502,fresh,True,0.7706737,2.2654371,6.0130825,50.51584
C:\Users\antoc\FreshOrRotten\data\raw\Strawberry_Rotten\rottenStrawberry (384)1.jpg,strawberry,rotten,1,test,0.2587089,fresh,False,-0.07369408,-3.514965,-12.000943,-44.654617
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Fresh\rotated_by_45_Screen Shot 2018-06-12 at 9.48.26 PM.jpg,banana,fresh,0,test,0.09339251,fresh,True,2.5695667,1.2609341,9.015597,19.179749
C:\Users\antoc\FreshOrRotten\data\raw\Pear_Fresh\Image811.jpg,pear,fresh,0,test,0.063000426,fresh,True,2.6704464,0.08189285,6.322879,9.485593
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Fresh\translation_Screen Shot 2018-06-08 at 5.22.35 PM.jpg,apple,fresh,0,test,0.20346062,fresh,True,1.7752787,3.6464012,8.91257,52.316586
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\rottenApple (435)1.jpg,apple,rotten,1,test,0.5889815,rotten,True,-0.79464823,-3.5069892,0.22229894,-20.04301
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_143759_23014.jpg,pomegranate,fresh,0,test,0.010474868,fresh,True,5.404135,-1.3067999,44.13629,0.16173197
C:\Users\antoc\FreshOrRotten\data\raw\Peach_Rotten\Image4079.jpg,peach,rotten,1,test,0.5208256,rotten,True,-0.50185627,-2.3189304,-9.5382395,-6.943514
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Rotten\RottenPomegranate (186)!.jpg,pomegranate,rotten,1,test,0.5327795,rotten,True,-0.08877137,1.4384377,-9.933417,28.771578
C:\Users\antoc\FreshOrRotten\data\raw\Tomato_Fresh\freshTomato (280)1.jpg,tomato,fresh,0,test,0.33758095,fresh,True,-0.6191376,-4.207893,-2.4183917,-40.847515
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Rotten\rotated_by_45_Screen Shot 2018-06-12 at 9.21.00 PM.jpg,banana,rotten,1,test,0.87651676,rotten,True,-2.4664516,-3.1952243,-22.570202,-23.29098
C:\Users\antoc\FreshOrRotten\data\raw\Orange_Fresh\IMG_20190924_151833.jpg,orange,fresh,0,test,0.2641677,fresh,True,0.9199202,-3.2672372,16.97553,-22.893324
C:\Users\antoc\FreshOrRotten\data\raw\Peach_Fresh\Image109.jpg,peach,fresh,0,test,0.04809819,fresh,True,3.617845,-2.3643026,31.983473,-39.822643
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Rotten\rottenPepper (140)1.jpg,bellpepper,rotten,1,test,0.7140785,rotten,True,-1.9877224,-2.6831784,-11.568446,-25.284006
C:\Users\antoc\FreshOrRotten\data\raw\Peach_Rotten\Image4813.jpg,peach,rotten,1,test,0.96428174,rotten,True,-4.6730947,-1.4293725,-30.795359,-4.6110954
C:\Users\antoc\FreshOrRotten\data\raw\Potato_Rotten\rottenPotato (277).jpg,potato,rotten,1,test,0.9997347,rotten,True,-11.461606,3.4565747,-59.69571,8.591881
C:\Users\antoc\FreshOrRotten\data\raw\Bellpepper_Fresh\IMG_20200822_223846.jpg_0_8734.jpg,bellpepper,fresh,0,test,0.060327332,fresh,True,3.774411,-1.9439721,46.81387,-9.555637
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\IMG20200728182326_27638.jpg,pomegranate,fresh,0,test,0.11014791,fresh,True,2.1001074,-2.5718746,23.548925,-17.916574
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Fresh\20190820_145937_23861.jpg,pomegranate,fresh,0,test,0.014073959,fresh,True,4.7461815,3.036392,25.919144,34.053158
C:\Users\antoc\FreshOrRotten\data\raw\Guava_Rotten\IMG_20190824_180315.jpg,guava,rotten,1,test,0.99480104,rotten,True,-6.9874363,1.171578,-34.945946,22.278862
C:\Users\antoc\FreshOrRotten\data\raw\Banana_Fresh\Image35.jpg,banana,fresh,0,test,0.052645966,fresh,True,3.097698,1.6632795,5.347071,36.774258
C:\Users\antoc\FreshOrRotten\data\raw\Tomato_Fresh\tomato1_30.jpg_0_1561.jpg,tomato,fresh,0,test,0.104609475,fresh,True,2.5236902,5.100711,11.5071945,53.175705
C:\Users\antoc\FreshOrRotten\data\raw\Pomegranate_Rotten\IMG_20190829_072038.jpg,pomegranate,rotten,1,test,0.9573016,rotten,True,-4.004464,0.62876964,-23.078568,29.778316
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\rotated_by_45_Screen Shot 2018-06-07 at 2.22.39 PM.jpg,apple,rotten,1,test,0.92126095,rotten,True,-3.4143693,-2.5988894,-24.179674,-21.385035
C:\Users\antoc\FreshOrRotten\data\raw\Apple_Rotten\IMG_20190824_175413.jpg,apple,rotten,1,test,0.5365032,rotten,True,-0.559497,-4.073661,-1.6194791,-33.22732
